GM102B_rel,GM302B_rel,GM502B_rel,GM702B_rel,temperature,humidity,treatment,timestamp,time
0.0,0.0,0.0,0.0,36.6,39.96,TEST_20250501_150847,1746086927.1804805,1
0.47827195350214424,1.6629429813565366,1.6704325225755383,0.3953533787262131,36.59,39.94,TEST_20250501_150847,1746086927.1804805,2
0.031941203517817485,0.2377150089459974,0.24159005242290732,0.06011014362070455,36.6,39.95,TEST_20250501_150847,1746086927.1804805,3
0.4463307499840994,1.4252279724096297,1.4288424701535405,0.3352432351052812,36.59,39.95,TEST_20250501_150847,1746086927.1804805,4
0.47827195350214424,1.6629429813565366,1.6704325225755383,0.3953533787262131,36.59,39.94,TEST_20250501_150847,1746086927.1804805,5
0.35050713943041956,0.712082945570728,0.704072312885728,0.15491280424316756,36.59,39.98,TEST_20250501_150847,1746086927.1804805,6
0.06388240703586234,0.4754300178929043,0.48318010484490515,0.1202202872414091,36.6,39.94,TEST_20250501_150847,1746086927.1804805,7
0.031941203517817485,0.2377150089459974,0.24159005242290732,0.06011014362070455,36.6,39.95,TEST_20250501_150847,1746086927.1804805,8
-0.0958236105539072,-0.7131450268389017,-0.724770157266903,-0.1803304308625684,36.6,39.99,TEST_20250501_150847,1746086927.1804805,9
0.38244834294823704,0.9497979545176349,0.9456623653086353,0.2150229478638721,36.59,39.97,TEST_20250501_150847,1746086927.1804805,10
1.6894993893836272,4.987766862800527,4.99059972334544,1.160642509559466,36.56,39.95,TEST_20250501_150847,1746086927.1804805,11
1.880300511224732,4.511274763640358,4.486721774120269,1.015004595698656,36.55,40.02,TEST_20250501_150847,1746086927.1804805,12
2.9318219295159906,6.647523600353452,6.598938712776544,1.4797430084279313,36.52,40.08,TEST_20250501_150847,1746086927.1804805,13
2.229961551387987,3.320575556372205,3.2373758232442924,0.6636186243563316,36.53,40.17,TEST_20250501_150847,1746086927.1804805,14
2.644351097854269,4.508088519835837,4.424628240974926,-0.06124828415909178,36.52,40.17,TEST_20250501_150847,1746086927.1804805,15
2.7082335048903587,4.983518537728742,4.907808345819831,0.05897200308254469,36.52,40.15,TEST_20250501_150847,1746086927.1804805,16
1.1660791443521248,2.8451455384793007,2.7541957183993873,-0.4566016628853049,36.53,40.19,TEST_20250501_150847,1746086927.1804805,17
2.3453653767157903,5.932254410978203,5.832772866747291,0.24857732432724333,36.5,40.21,TEST_20250501_150847,1746086927.1804805,18
3.238026876684671,8.782710355798372,8.690457807053463,0.9190637945384879,36.48,40.19,TEST_20250501_150847,1746086927.1804805,19
4.066805969617462,11.157736282725637,10.064962642514729,1.4693299775076412,36.46,40.19,TEST_20250501_150847,1746086927.1804805,20
4.545077923119834,12.820679264082173,11.735395165090267,1.8646833562338543,36.45,40.17,TEST_20250501_150847,1746086927.1804805,21
3.4296740977924856,10.209000409476175,9.139998121588178,1.27972465626317,36.48,40.13,TEST_20250501_150847,1746086927.1804805,22
3.0348647660994175,10.92002127377873,9.823372590091822,0.4092198338869366,36.46,40.2,TEST_20250501_150847,1746086927.1804805,23
3.7367251442276483,13.246969317759977,13.184935479624073,1.2253442179585363,36.45,40.11,TEST_20250501_150847,1746086927.1804805,24
3.640901533673741,12.533824290921075,12.46016532235717,1.0450137870961953,36.45,40.14,TEST_20250501_150847,1746086927.1804805,25
3.768666347745693,13.484684326706883,13.42652553204698,1.2854543615792409,36.45,40.1,TEST_20250501_150847,1746086927.1804805,26
4.947952580109359,17.571793199205786,16.505102680393975,1.9906333487920165,36.42,40.12,TEST_20250501_150847,1746086927.1804805,27
5.490106940647593,18.710166198455227,18.658715307815328,2.506207014759866,36.41,40.08,TEST_20250501_150847,1746086927.1804805,28
5.490106940647593,19.710166198455227,17.658715307815328,1.506207014759866,36.41,40.08,TEST_20250501_150847,1746086927.1804805,29
6.797157987082755,23.748135106739028,21.703652665851223,2.45182657645546,36.38,40.06,TEST_20250501_150847,1746086927.1804805,30
4.299305818806943,19.186658297616304,18.1625932570405,1.651844928620676,36.42,40.01,TEST_20250501_150847,1746086927.1804805,31
4.649812958237362,19.898741243187033,18.866665569927136,1.8067577328638436,36.41,40.03,TEST_20250501_150847,1746086927.1804805,32
6.084628818744477,24.887570187256642,23.87796313765284,2.992817869042483,36.38,39.97,TEST_20250501_150847,1746086927.1804805,33
5.956864004672752,23.936710151470834,22.91160292796303,1.7523772945594374,36.38,40.01,TEST_20250501_150847,1746086927.1804805,34
6.020746411708615,24.412140169363738,23.394783032807936,1.8725975818008465,36.38,39.99,TEST_20250501_150847,1746086927.1804805,35
7.391679865179867,28.925539095540444,26.922900495690556,2.9384374307380767,36.35,39.95,TEST_20250501_150847,1746086927.1804805,36
7.009231522231403,27.97574114102372,25.97723813038192,2.7234144828742046,36.36,39.94,TEST_20250501_150847,1746086927.1804805,37
7.348223772184838,32.25142505825352,30.263765540841632,3.7291441881907303,36.33,39.91,TEST_20250501_150847,1746086927.1804805,38
6.519444679251819,29.876399131326252,27.889260705380366,2.1788780052213497,36.35,39.91,TEST_20250501_150847,1746086927.1804805,39
6.519444679251819,29.876399131326252,27.889260705380366,2.1788780052213497,36.35,39.91,TEST_20250501_150847,1746086927.1804805,40
6.6152682898057265,30.589544158166063,28.61403086264727,2.3592084360834633,36.35,39.88,TEST_20250501_150847,1746086927.1804805,41
7.858436929205254,34.15208304855605,32.17578811583917,3.184607710537648,36.32,39.88,TEST_20250501_150847,1746086927.1804805,42
7.400591289743261,36.29045604780549,34.32940074325961,3.7001813765054976,36.31,39.84,TEST_20250501_150847,1746086927.1804805,43
8.03772316156892,36.23919192105586,34.25436526418616,3.8897866977501963,36.29,39.9,TEST_20250501_150847,1746086927.1804805,44
7.272826475671536,34.33959601202059,32.3630405335698,2.4597408020222247,36.31,39.88,TEST_20250501_150847,1746086927.1804805,45
8.643759929142789,38.8529949381973,36.89115799645151,3.5255806509596823,36.28,39.84,TEST_20250501_150847,1746086927.1804805,46
7.165487975640644,37.19005195684167,35.22072547387597,3.130227272233469,36.29,39.86,TEST_20250501_150847,1746086927.1804805,47
